feature_id;feature_mz;feature_rt;candidate_structure_tax_npc_01pat;feature_pred_tax_npc_01pat_val;feature_pred_tax_npc_01pat_score;candidate_structure_tax_npc_02sup;feature_pred_tax_npc_02sup_val;feature_pred_tax_npc_02sup_score;candidate_structure_tax_npc_03cla;feature_pred_tax_npc_03cla_val;feature_pred_tax_npc_03cla_score;consensus_class;structure_name;candidate_structure_organism_occurrence_closest;confidence;score_final;npc_pathway;npc_superclass;npc_class;color_pathway;color_superclass;color_class
3263;453.335986037104;4.829896;Terpenoids;Terpenoids;0.304750971508069;Triterpenoids;Triterpenoids;0.304750971508069;Lupane triterpenoids;Ursane and Taraxastane triterpenoids;0.266657100069561;Lupane triterpenoids;6beta-Hydroxy-3-oxolupa-20(29)-ene-28-oic acid;;NA;0.350460214306861;Terpenoids;Triterpenoids;Lupane triterpenoids;#008837;#69B98A;#A3D4B7
3264;425.340627496243;4.8300214;Terpenoids;Terpenoids;0.304750971508069;Triterpenoids;Triterpenoids;0.304750971508069;Friedelane triterpenoids;notClassified;0.238652205094405;Friedelane triterpenoids;(2R,4S,4aR,6aR,6aR,6bR,8aS,12aS,14aR,14bR)-4-hydroxy-2,4a,6a,6a,8a,14a-hexamethyl-9-methylidene-2,4,5,6,6b,7,8,12,12a,13,14,14b-dodecahydro-1H-picen-3-one;;NA;0.338098032968516;Terpenoids;Triterpenoids;Friedelane triterpenoids;#008837;#69B98A;#93CDAB
3265;389.179430495116;4.833451;Polyketides $ Terpenoids;Terpenoids;0.280931237186475;Meroterpenoids;Diterpenoids;0.237711046850094;Tetraketide meroterpenoids;notClassified;0.192094436413534;Tetraketide meroterpenoids;Ilicicolin C;Eukaryota;NA;0.287904344836431;Polyketides;Meroterpenoids;Tetraketide meroterpenoids;#1B9E77;#54B699;#65BDA3
3266;625.328076367877;4.8341312;Terpenoids;Terpenoids;0.134273310087198;Sesquiterpenoids;Flavonoids;0.199147959056485;Germacrane sesquiterpenoids;Iridoids monoterpenoids;0.113727353843325;Germacrane sesquiterpenoids;[(1S,2S,3S,4S,6R,7S,8S,9S,10S)-6-acetyloxy-7,9-dihydroxy-1,7-dimethyl-2,8-bis[[(Z)-2-methylbut-2-enoyl]oxy]-4-[(2R)-2-methyloxiran-2-yl]-11-oxabicyclo[8.1.0]undecan-3-yl] (2R)-2-methylbutanoate;;NA;0.244145507080324;Terpenoids;Sesquiterpenoids;Germacrane sesquiterpenoids;#008837;#4EAC74;#99CFAF
3267;390.183501080994;4.834325;NA;Terpenoids;0.216100951681904;NA;notClassified;0.194754269694557;NA;notClassified;0.194754269694557;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3268;525.35738465681;4.8346744;Terpenoids;Terpenoids;0.221378229417508;Triterpenoids;Triterpenoids;0.391594374788628;Lanostane, Tirucallane and Euphane triterpenoids;Lanostane, Tirucallane and Euphane triterpenoids;0.313275499830902;Lanostane, Tirucallane and Euphane triterpenoids;methyl (E)-3-[(4R,6R,8R,9S,10R,14S,17R,19S)-17-acetyloxy-8,9,10,14,18,18-hexamethyl-5-oxapentacyclo[11.8.0.02,10.04,9.014,19]henicosa-1(13),2-dien-6-yl]-2-methylprop-2-enoate;Magnoliopsida;NA;0.438726044298394;Terpenoids;Triterpenoids;Lanostane, Tirucallane and Euphane triterpenoids;#008837;#69B98A;#98CFAF
3269;543.367653758139;4.835124;Terpenoids;Terpenoids;0.207542090078913;Triterpenoids;notClassified;0.165799346075819;Ursane and Taraxastane triterpenoids;Ursane and Taraxastane triterpenoids;0.256818452183211;Ursane and Taraxastane triterpenoids;Malonyl ursolic acid;Saxifragales;NA;0.514925522884869;Terpenoids;Triterpenoids;Ursane and Taraxastane triterpenoids;#008837;#69B98A;#C3E3D0
3270;763.42343736289;4.8369565;NA;Terpenoids;0.176370721746002;NA;Triterpenoids;0.158733649571402;NA;Oleanane triterpenoids;0.141096577396801;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3271;403.134900963749;4.8384924;NA;Shikimates and Phenylpropanoids;0.274970005696;NA;Flavonoids;0.253461038799162;NA;Iridoids monoterpenoids;0.134841727936335;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3272;511.287753624686;4.8430305;NA;Terpenoids;0.288946559863576;NA;Meroterpenoids;0.167771868169253;NA;Limonoids;0.123864623141235;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3273;494.345556807445;4.845904;NA;notClassified;0.0895988702055746;NA;notClassified;0.0895988702055746;NA;notClassified;0.0895988702055746;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3274;435.139671353674;4.8464475;NA;Terpenoids;0.105967611645346;NA;Flavonoids;0.289669758627614;NA;Iridoids monoterpenoids;0.162590060614232;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3275;394.113891372739;4.8499722;NA;Shikimates and Phenylpropanoids;0.293301339409067;NA;Flavonoids;0.144834879313807;NA;Iridoids monoterpenoids;0.100021516267149;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3276;407.13111073105;4.8508825;NA;Shikimates and Phenylpropanoids;0.314212164188916;NA;Flavonoids;0.196382602618072;NA;Chalcones;0.136201685791251;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3277;362.108265458031;4.851794;NA;Shikimates and Phenylpropanoids;0.287706058703426;NA;notClassified;0.205696009237171;NA;notClassified;0.205696009237171;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3278;522.282827317998;4.8558927;notClassified;Fatty acids;0.389108068300353;notClassified;notClassified;0.323604498552235;notClassified;notClassified;0.323604498552235;notClassified;LysoPS(18:2(9Z,12Z)/0:0);Eukaryota;NA;0.193649789756782;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3279;791.418500020046;4.859475;NA;Terpenoids;0.211966786898628;NA;Steroids;0.211966786898628;NA;Pregnane steroids;0.211966786898628;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3280;450.275803118864;4.8758316;Alkaloids $ Terpenoids;Terpenoids;0.233039878200659;Pseudoalkaloids;Diterpenoids;0.232326534787126;notClassified;notClassified;0.169640072259495;Pseudoalkaloids;Amiaspochalasin I;Eukaryota;NA;0.24569697923333;Alkaloids;Pseudoalkaloids;Unclassified;#2C7BB6;#6AA2CC;#C3DAEB
3281;337.273257786197;4.876248;Terpenoids;Fatty acids;0.495228450564086;Diterpenoids;Fatty Acids and Conjugates;0.495228450564086;Labdane diterpenoids $ Norlabdane diterpenoids;Colensane and Clerodane diterpenoids;0.384555814580034;Labdane diterpenoids;methyl (3R)-5-[(1R,3R,4aS,8aS)-3-hydroxy-5,5,8a-trimethyl-2-methylidene-3,4,4a,6,7,8-hexahydro-1H-naphthalen-1-yl]-3-methylpentanoate;Magnoliopsida;NA;0.51956414810181;Terpenoids;Diterpenoids;Labdane diterpenoids;#008837;#1F9750;#6DBB8D
3282;415.262454736332;4.876465;notClassified;notClassified;0.273542740326351;notClassified;Diterpenoids;0.314699225791355;notClassified;notClassified;0.273542740326351;notClassified;NA;;NA;0.0727343992886053;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3283;701.371816968692;4.876466;NA;Terpenoids;0.298028584821227;NA;Triterpenoids;0.255453072703909;NA;notClassified;0.124499822841513;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3284;367.158893258299;4.8775373;Shikimates and Phenylpropanoids;Shikimates and Phenylpropanoids;0.242864095680947;Coumarins;notClassified;0.218853726155323;Pyranocoumarins $ Simple coumarins;notClassified;0.218853726155323;Pyranocoumarins;Jatamansin;Magnoliopsida;NA;0.39879496284851;Shikimates and Phenylpropanoids;Coumarins;Pyranocoumarins;#7B3294;#86439D;#B085BF
3285;795.448435213342;4.877588;NA;Terpenoids;0.179553006406777;NA;Oligopeptides;0.161129577644165;NA;Oleanane triterpenoids;0.104225788741707;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3286;617.419065658663;4.8782434;NA;notClassified;0.156817056575826;NA;Steroids;0.228112128164442;NA;Cholestane steroids;0.228112128164442;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3287;527.258664029747;4.884566;NA;Terpenoids;0.342645077940049;NA;Triterpenoids;0.244746484242892;NA;Lanostane, Tirucallane and Euphane triterpenoids;0.171322538970025;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3288;823.444014440383;4.8859773;NA;Terpenoids;0.257468812760117;NA;Steroids;0.229630685806847;NA;Pregnane steroids;0.158975090173971;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3289;677.350704401315;4.8874993;NA;Terpenoids;0.261507693726834;NA;Triterpenoids;0.244073847478379;NA;Pregnane steroids;0.163597949502814;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3290;475.305150580198;4.8876286;Terpenoids;Fatty acids;0.353540191686652;Steroids;Diterpenoids;0.34658430160924;Pregnane steroids;notClassified;0.311621572571811;Pregnane steroids;Sibirigenin;Magnoliopsida;NA;0.450649790960155;Terpenoids;Steroids;Pregnane steroids;#008837;#60B582;#A8D6BA
3291;443.227517691914;4.897406;NA;Terpenoids;0.299350790937231;NA;Diterpenoids;0.276323807018982;NA;notClassified;0.141476150715121;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3292;496.362907129561;4.8981514;NA;notClassified;0.0895988702055746;NA;notClassified;0.0895988702055746;NA;notClassified;0.0895988702055746;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3293;487.30544338776;4.8983164;Terpenoids;Terpenoids;0.519841139745947;notClassified;Steroids;0.357390783575338;notClassified;Lanostane, Tirucallane and Euphane triterpenoids;0.314425348117718;Terpenoids;[(4aR,5R,6R,8aR,9S,9aR)-9-hydroxy-9a-methoxy-3,4a,5-trimethyl-2-oxo-5,6,7,8,8a,9-hexahydro-4H-benzo[f][1]benzofuran-6-yl] (2E,4E,6E)-5-methyldodeca-2,4,6-trienoate;Magnoliopsida;NA;0.468681959922161;Terpenoids;Unclassified;Unclassified;#008837;#73BE91;#C7E5D3
3294;689.350713324573;4.898573;NA;notClassified;0.154101911132163;NA;notClassified;0.154101911132163;NA;notClassified;0.154101911132163;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3295;361.148828278753;4.898664;notClassified;Terpenoids;0.281362921494753;notClassified;notClassified;0.273562070480811;notClassified;notClassified;0.273562070480811;notClassified;NA;;NA;0.092110072953709;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3296;487.340716966216;4.9055805;Terpenoids;Terpenoids;0.304750971508069;Triterpenoids;Triterpenoids;0.285704035788815;Ursane and Taraxastane triterpenoids;Ursane and Taraxastane triterpenoids;0.247610164350306;Ursane and Taraxastane triterpenoids;2,3,6,23-Tetrahydroxyurs-12-en-28-oic acid $ (1S,2R,4As,6aS,6bR,8R,9R,10R,11R,12aR,12bR,14bS)-8,10,11-trihydroxy-9-(hydroxymethyl)-1,2,6a,6b,9,12a-hexamethyl-1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,12b,13,14b-icosahydropicene-4a-carboxylic acid;;NA;0.411715482659363;Terpenoids;Triterpenoids;Ursane and Taraxastane triterpenoids;#008837;#69B98A;#C3E3D0
3297;452.286047152332;4.906442;notClassified;notClassified;0.323604498552235;notClassified;notClassified;0.323604498552235;notClassified;notClassified;0.323604498552235;notClassified;LysoPE(0:0/16:1(9Z));Eukaryota;NA;0.162325627719096;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3298;773.409341370978;4.9086914;NA;Terpenoids;0.183906294828655;NA;Steroids;0.156853317856081;NA;Pregnane steroids;0.139425171427628;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3299;777.402164483133;4.913538;NA;Terpenoids;0.183906294828655;NA;Steroids;0.160257866245115;NA;Pregnane steroids;0.142451436662325;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3300;571.362665636071;4.9164615;notClassified;Terpenoids;0.155229989096319;notClassified;Diterpenoids;0.180891918799953;notClassified;Oleanane triterpenoids;0.15045107366349;notClassified;carbenoxolone;Eukaryota;NA;0.143652475622909;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3301;791.418177321081;4.917175;NA;Terpenoids;0.158975090173971;NA;Steroids;0.158975090173971;NA;Pregnane steroids;0.158975090173971;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3302;520.362591531316;4.918058;NA;notClassified;0.426454006811192;NA;notClassified;0.426454006811192;NA;notClassified;0.426454006811192;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3303;493.280789490374;4.9197946;Alkaloids;Terpenoids;0.198835535023859;Tryptophan alkaloids;Triterpenoids;0.210545378111313;Simple indole alkaloids;Oleanane triterpenoids;0.147736463372292;Simple indole alkaloids;3-(1H-indol-3-yl)-2-(trimethylazaniumyl)propanoate;Magnoliopsida;NA;0.474542542206222;Alkaloids;Tryptophan alkaloids;Simple indole alkaloids;#2C7BB6;#7EAED2;#B3CFE5
3304;515.262650702718;4.9198737;NA;notClassified;0.253667101740151;NA;Diterpenoids;0.268269406329779;NA;notClassified;0.253667101740151;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3305;435.139768518354;4.9266086;NA;Terpenoids;0.328487135172964;NA;Flavonoids;0.271565398713388;NA;Iridoids monoterpenoids;0.240890565793507;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3306;397.178035907309;4.932869;Terpenoids;Terpenoids;0.237711046850094;Triterpenoids;Tryptophan alkaloids;0.196799480520431;Quassinoids;Guaiane sesquiterpenoids;0.114170450075713;Quassinoids;14,15beta-Dihydroxyklaineanone;Magnoliopsida;NA;0.435312539353366;Terpenoids;Triterpenoids;Quassinoids;#008837;#69B98A;#B8DEC8
3307;494.323507455127;4.9374957;Fatty acids;notClassified;0.426454006811192;Glycerophospholipids;notClassified;0.426454006811192;Glycerophosphocholines;notClassified;0.426454006811192;Glycerophosphocholines;LysoPC(16:1(9Z)/0:0) $ 1-(9Z-hexadecenoyl)-sn-glycero-3-phosphocholine;Eukaryota;NA;0.428906566146413;Fatty acids;Glycerophospholipids;Glycerophosphocholines;#D95F02;#E5904F;#E89B61
3308;446.347169398954;4.937711;NA;notClassified;0.0895988702055746;NA;notClassified;0.0895988702055746;NA;notClassified;0.0895988702055746;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3309;468.329083638228;4.937895;NA;Terpenoids;0.115248175309766;NA;Steroids;0.0658561001770093;NA;Terpenoid alkaloids;0.0571191372760727;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3310;559.362868413144;4.944346;Terpenoids;Terpenoids;0.214497038706984;Triterpenoids;notClassified;0.173231727358532;Cycloartane triterpenoids;Ursane and Taraxastane triterpenoids;0.233471320166556;Cycloartane triterpenoids;(1S,3R,6S,7S,8R,11S,12S,14S,15R,16R)-14-acetyloxy-6-hydroxy-15-[(2S,3R)-3-hydroxy-6-methyl-5-methylidene-4-oxoheptan-2-yl]-7,12,16-trimethylpentacyclo[9.7.0.01,3.03,8.012,16]octadecane-7-carboxylic acid;Magnoliopsida;NA;0.446290670466327;Terpenoids;Triterpenoids;Cycloartane triterpenoids;#008837;#69B98A;#88C8A2
3311;440.276866695516;4.9474936;notClassified;notClassified;0.323604498552235;notClassified;notClassified;0.323604498552235;notClassified;notClassified;0.323604498552235;notClassified;LysoPE(0:0/15:0);Eukaryota;NA;0.200667477522643;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3312;775.422226254204;4.949425;NA;Amino acids and Peptides;0.21555081381509;NA;Oligopeptides;0.21555081381509;NA;Cyclic peptides;0.13264665465544;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3313;500.274311121308;4.949945;notClassified;Fatty acids;0.411304254240902;notClassified;Glycerophospholipids;0.37391295840082;notClassified;notClassified;0.323604498552235;notClassified;LysoPE(0:0/20:5(5Z,8Z,11Z,14Z,17Z));Eukaryota;NA;0.136936610589124;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3314;398.179964903624;4.9502583;NA;Terpenoids;0.237711046850094;NA;notClassified;0.194754269694557;NA;notClassified;0.194754269694557;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3315;779.417761964528;4.951009;NA;Terpenoids;0.219129611824018;NA;Steroids;0.194960385117063;NA;Pregnane steroids;0.159513042368506;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3316;496.362842923988;4.9510717;NA;notClassified;0.0895988702055746;NA;notClassified;0.0895988702055746;NA;notClassified;0.0895988702055746;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3317;471.159747469967;4.9515944;NA;Shikimates and Phenylpropanoids;0.286426155241667;NA;notClassified;0.22082396774737;NA;notClassified;0.22082396774737;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3318;478.292831218865;4.951956;Fatty acids;notClassified;0.359985427076913;Glycerophospholipids;notClassified;0.359985427076913;Glycerophosphoethanolamines;notClassified;0.359985427076913;Glycerophosphoethanolamines;LysoPE(18:2(9Z,12Z)/0:0) $ 1-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphoethanolamine $ 1-(9Z,12Z-octadecadienoyl)-glycero-3-phosphoethanolamine;Magnoliopsida;NA;0.558306260065931;Fatty acids;Glycerophospholipids;Glycerophosphoethanolamines;#D95F02;#E5904F;#F5D3B9
3319;337.273209460615;4.952351;Fatty acids;Fatty acids;0.565975372073241;Fatty esters;Fatty Acids and Conjugates;0.565975372073241;Wax monoesters;Monoacylglycerols;0.41348213233925;Wax monoesters;ethyl (4S,5S,6E,8Z)-4-[(E)-but-1-enyl]-5-hydroxypentadeca-6,8-dienoate;Magnoliopsida;NA;0.510753067648185;Fatty acids;Fatty esters;Wax monoesters;#D95F02;#E2843D;#F3CEB1
3320;181.122041647039;4.955844;Terpenoids;Terpenoids;0.562583678412744;Apocarotenoids;Sesquiterpenoids;0.562583678412744;Apocarotenoids (β-);Unsaturated fatty acids;0.353540191686652;Apocarotenoids (β-);Dihydroactinidiolide;Magnoliopsida;NA;0.515954757530935;Terpenoids;Apocarotenoids;Apocarotenoids (β-);#008837;#0D8E41;#259954
3321;805.434790860873;4.9562535;NA;Terpenoids;0.254240742792734;NA;Triterpenoids;0.148307099962428;NA;Oleanane triterpenoids;0.114332200111683;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3322;577.37293285692;4.9576926;Terpenoids;Terpenoids;0.179869811401725;Steroids;notClassified;0.165799346075819;Ergostane steroids;Ursane and Taraxastane triterpenoids;0.23393930901257;Ergostane steroids;Hippuristerone F;Eukaryota;NA;0.250829012041978;Terpenoids;Steroids;Ergostane steroids;#008837;#60B582;#98CFAE
3323;643.456108516057;4.957723;NA;notClassified;0.173231727358532;NA;notClassified;0.173231727358532;NA;notClassified;0.173231727358532;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3324;439.725876793448;4.9589043;NA;Terpenoids;0.0946832223070829;NA;Monoterpenoids;0.1600340245394;NA;Acyclic monoterpenoids;0.140029771471975;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3325;863.511905871058;4.9595585;NA;Terpenoids;0.105822433047601;NA;notClassified;0.10196449195613;NA;notClassified;0.10196449195613;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3326;440.229315923369;4.959701;Polyketides $ Terpenoids;notClassified;0.194754269694557;Meroterpenoids;Sesquiterpenoids;0.209317524439257;Tetraketide meroterpenoids;notClassified;0.194754269694557;Tetraketide meroterpenoids;5-chloro-2,4-dihydroxy-3-[(E,4S)-4-hydroxy-3-methyl-5-[(1S,2R,6R)-1,2,6-trimethyl-3-oxocyclohexyl]pent-2-enyl]-6-methylbenzaldehyde;Eukaryota;NA;0.290136692669358;Polyketides;Meroterpenoids;Tetraketide meroterpenoids;#1B9E77;#54B699;#65BDA3
3327;439.224493517298;4.9598985;notClassified;Polyketides;0.236724617241578;notClassified;Sesquiterpenoids;0.209317524439257;notClassified;notClassified;0.194754269694557;notClassified;NA;;NA;0.073740196275624;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3328;625.445623656188;4.960203;NA;Terpenoids;0.179869811401725;NA;Triterpenoids;0.31817042951576;NA;Oleanane triterpenoids;0.307685772414811;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3329;761.408030933916;4.9613214;NA;Terpenoids;0.171142046169261;NA;Triterpenoids;0.136913636935408;NA;notClassified;0.0912093802749941;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3330;895.45166170843;4.961309;NA;notClassified;0.103289569916408;NA;notClassified;0.103289569916408;NA;notClassified;0.103289569916408;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3331;847.538196508899;4.961486;NA;Terpenoids;0.123459505222201;NA;Triterpenoids;0.105822433047601;NA;Oleanane triterpenoids;0.0705482886984007;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3332;541.352301068064;4.961544;Terpenoids;Terpenoids;0.473444429813126;Triterpenoids;notClassified;0.314070308269586;Apotirucallane triterpenoids $ Limonoids;notClassified;0.314070308269586;Apotirucallane triterpenoids;Bruceajavanin B;Magnoliopsida;NA;0.450771698750716;Terpenoids;Triterpenoids;Apotirucallane triterpenoids;#008837;#69B98A;#7DC39A
3333;322.273585320077;4.9640193;Terpenoids;Fatty acids;0.565975372073241;Diterpenoids;Fatty Acids and Conjugates;0.495228450564086;Kaurane and Phyllocladane diterpenoids $ Norkaurane diterpenoids;Norlabdane diterpenoids;0.3125286945691;Kaurane and Phyllocladane diterpenoids;ent-17-Hydroxy-16beta-kauran-19-al;Magnoliopsida;NA;0.485443193739089;Terpenoids;Diterpenoids;Kaurane and Phyllocladane diterpenoids;#008837;#1F9750;#68B989
3334;893.520578803258;4.9640055;NA;Terpenoids;0.122036923739189;NA;Steroids;0.117619589174809;NA;notClassified;0.10196449195613;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3335;505.351844983193;4.9725084;Terpenoids;notClassified;0.193410297725295;Triterpenoids;Triterpenoids;0.336713534919392;Ursane and Taraxastane triterpenoids;Ursane and Taraxastane triterpenoids;0.280594612432827;Ursane and Taraxastane triterpenoids;1-beta-Hydroxyeuscaphic acid;Magnoliopsida;NA;0.469273726295452;Terpenoids;Triterpenoids;Ursane and Taraxastane triterpenoids;#008837;#69B98A;#C3E3D0
3336;763.422837352337;4.980798;NA;Amino acids and Peptides;0.20795709119433;NA;Oligopeptides;0.20795709119433;NA;Cyclic peptides;0.121308303196692;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3337;527.372754515152;4.9820046;Terpenoids;Terpenoids;0.419233797490291;Triterpenoids;Triterpenoids;0.419233797490291;Lanostane, Tirucallane and Euphane triterpenoids;Lanostane, Tirucallane and Euphane triterpenoids;0.366829572804005;Lanostane, Tirucallane and Euphane triterpenoids;Dehydropachymic acid;Magnoliopsida;NA;0.446961942429436;Terpenoids;Triterpenoids;Lanostane, Tirucallane and Euphane triterpenoids;#008837;#69B98A;#98CFAF
3338;536.76045095208;4.9830003;NA;Terpenoids;0.285393700276064;NA;Triterpenoids;0.163082114443465;NA;notClassified;0.151965315741852;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3339;542.321541401625;4.9852757;Fatty acids;notClassified;0.218853726155323;Glycerophospholipids;notClassified;0.218853726155323;Glycerophosphocholines;notClassified;0.218853726155323;Glycerophosphocholines;LysoPC(20:5(5Z,8Z,11Z,14Z,17Z)/0:0) $ LysoPC(20:5(5Z,8Z,11Z,14Z,17Z));Eukaryota;NA;0.368486080717245;Fatty acids;Glycerophospholipids;Glycerophosphocholines;#D95F02;#E5904F;#E89B61
3340;287.633392093106;4.9861693;NA;notClassified;0.426454006811192;NA;notClassified;0.426454006811192;NA;notClassified;0.426454006811192;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3341;520.339252115471;4.9862795;Fatty acids;notClassified;0.426454006811192;Glycerophospholipids;notClassified;0.426454006811192;Glycerophosphocholines;notClassified;0.426454006811192;Glycerophosphocholines;LysoPC(18:2(9Z,12Z)/0:0) $ 1-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine;Magnoliopsida;NA;0.572234755655221;Fatty acids;Glycerophospholipids;Glycerophosphocholines;#D95F02;#E5904F;#E89B61
3342;574.259257784874;4.9863706;NA;Shikimates and Phenylpropanoids;0.183429917970337;NA;Diterpenoids;0.151761477620368;NA;notClassified;0.109898354819926;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3343;502.328210053685;4.9865103;Terpenoids;Fatty acids;0.523398146064861;Diterpenoids;notClassified;0.412509023037292;Labdane diterpenoids;notClassified;0.412509023037292;Labdane diterpenoids;Goshonoside F2;Magnoliopsida;NA;0.451737955959951;Terpenoids;Diterpenoids;Labdane diterpenoids;#008837;#1F9750;#6DBB8D
3344;482.323854779336;4.9867225;Fatty acids;notClassified;0.426454006811192;Glycerophospholipids;notClassified;0.426454006811192;Glycerophosphocholines;notClassified;0.426454006811192;Glycerophosphocholines;[(2R)-3-[(2R)-2,12-dimethyltridecanoyl]oxy-2-hydroxypropyl] 2-(trimethylazaniumyl)ethyl phosphate;Eukaryota;NA;0.38638001164295;Fatty acids;Glycerophospholipids;Glycerophosphocholines;#D95F02;#E5904F;#E89B61
3345;591.286934511492;4.9869046;Terpenoids;Terpenoids;0.11418264494418;Diterpenoids;Flavonoids;0.21725231897071;Briarane diterpenoids;Iridoids monoterpenoids;0.0974805890085645;Briarane diterpenoids;Briaranolide H;;NA;0.236586253556192;Terpenoids;Diterpenoids;Briarane diterpenoids;#008837;#1F9750;#41A76A
3346;335.166055770316;4.987172;notClassified;Polyketides;0.433464396188256;notClassified;notClassified;0.273800109085536;notClassified;notClassified;0.273800109085536;notClassified;NA;;NA;0.0922096375911407;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
3347;391.298615652481;4.9890676;Terpenoids;Terpenoids;0.472614956739873;Steroids;notClassified;0.311621572571811;Ergostane steroids;notClassified;0.311621572571811;Ergostane steroids;(22E)-ergosta-4,6,8(14),22,24(28)-pentaen-3-one;;NA;0.199529716706946;Terpenoids;Steroids;Ergostane steroids;#008837;#60B582;#98CFAE
